GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Homicide [110],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Attempted murder [1210],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Sexual assault, level 1 [1330]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Total sexual violations against children [130],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Assault, level 3, aggravated [1410]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Assault, level 1 [1430]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Total robbery [160],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Total breaking and entering [210],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Total theft of motor vehicle [220],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Total impaired driving [910],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,Total Drug violations [401],,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Possession, cocaine [4120]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal [12833]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Homicide [110],1,14.37
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Attempted murder [1210],0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Sexual assault, level 3, aggravated [1310]",0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Sexual assault, level 1 [1330]",16,229.95
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Total sexual violations against children [130],9,129.35
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Assault, level 3, aggravated [1410]",3,43.12
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Assault, level 2, weapon or bodily harm [1420]",37,531.76
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Assault, level 1 [1430]",126,1810.87
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Total robbery [160],3,43.12
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Total breaking and entering [210],25,359.3
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Total theft of motor vehicle [220],14,201.21
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Total impaired driving [910],51,732.97
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,Total Drug violations [401],20,287.44
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Possession, cocaine [4120]",3,43.12
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",1,14.37
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Total cocaine, trafficking, production or distribution [430]",14,201.21
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal [12834]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",0,0
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Homicide [110],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Attempted murder [1210],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Sexual assault, level 1 [1330]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Total sexual violations against children [130],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Assault, level 3, aggravated [1410]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Assault, level 1 [1430]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Total robbery [160],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Total breaking and entering [210],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Total theft of motor vehicle [220],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Total impaired driving [910],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,Total Drug violations [401],,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Possession, cocaine [4120]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Canso, Nova Scotia, Royal Canadian Mounted Police, rural [12835]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Homicide [110],0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Attempted murder [1210],0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Sexual assault, level 3, aggravated [1310]",0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Sexual assault, level 1 [1330]",0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Total sexual violations against children [130],0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Assault, level 3, aggravated [1410]",0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Assault, level 2, weapon or bodily harm [1420]",6,360.14
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Assault, level 1 [1430]",33,1980.79
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Total robbery [160],0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Total breaking and entering [210],13,780.31
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Total theft of motor vehicle [220],4,240.1
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Total impaired driving [910],16,960.38
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,Total Drug violations [401],13,780.31
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Possession, cocaine [4120]",1,60.02
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Total cocaine, trafficking, production or distribution [430]",5,300.12
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal [12836]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",6,360.14
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Homicide [110],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Attempted murder [1210],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Sexual assault, level 1 [1330]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Total sexual violations against children [130],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Assault, level 3, aggravated [1410]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Assault, level 1 [1430]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Total robbery [160],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Total breaking and entering [210],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Total theft of motor vehicle [220],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Total impaired driving [910],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,Total Drug violations [401],,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Possession, cocaine [4120]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Oxford, Nova Scotia, Royal Canadian Mounted Police, rural [12837]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Homicide [110],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Attempted murder [1210],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Sexual assault, level 1 [1330]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Total sexual violations against children [130],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Assault, level 3, aggravated [1410]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Assault, level 1 [1430]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Total robbery [160],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Total breaking and entering [210],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Total theft of motor vehicle [220],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Total impaired driving [910],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,Total Drug violations [401],,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Possession, cocaine [4120]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, rural [12838]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Homicide [110],,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Attempted murder [1210],,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,"Sexual assault, level 1 [1330]",,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Total sexual violations against children [130],,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,"Assault, level 3, aggravated [1410]",,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,"Assault, level 1 [1430]",,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Total robbery [160],,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Total breaking and entering [210],,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Total theft of motor vehicle [220],,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Total impaired driving [910],,
"Truro, Nova Scotia, Royal Canadian Mounted Police, rural [12840]",2020,Total Drug violations [401],,
